symbol,timeframe,nw_bandwidth,nw_mult,mkr_bandwidth,require_confirmation,require_trend_meter,require_mkr_alignment,windows_evaluated,eligible_windows,starting_capital,ending_capital,total_trades,winning_trades,losing_trades,win_rate,gross_profit,gross_loss,profit_factor,net_profit,max_drawdown,max_drawdown_pct,score,eligible,rejection_reasons
AAPL,5Min,8.0,0.75,9.0,False,False,False,4,3,10000.0,9999.01,19,10,9,52.63157894736842,1.674999999999983,-2.665000000000049,0.628517823639757,-0.9900000000000659,1.6999999999989086,0.016999838501523323,-2.532870544089035,False,profit_factor<1.0
AAPL,5Min,8.0,1.0,9.0,False,False,False,4,1,10000.0,9997.550000000001,6,1,5,16.666666666666664,0.2150000000000034,-2.665000000000049,0.08067542213883658,-2.4500000000000455,2.569999999999709,0.02569999999999709,-4.999831144465046,False,profit_factor<1.0
